Country,Experience_Years,Salary,Number_of_Projects,Performance_Score,Education_Level,Certification_Status
South Africa,18,123338.08049869932,1,85.21731301625184,Master's,Not Certified
USA,18,81270.02629706524,3,94.97340057388807,Diploma,Certified
China,7,84971.2841235726,26,55.066733750942475,Master's,Certified
USA,7,55229.30115825821,40,76.03019529547886,Diploma,Not Certified
China,7,91566.34275248671,34,72.80092038367714,PhD,Certified
USA,8,92993.91976651674,10,77.23875655738907,Master's,Certified
UK,4,76382.36027516522,37,55.47743147920729,PhD,Certified
Canada,18,90257.50963973519,10,52.39454263495061,Bachelor's,Not Certified
South Africa,0,60147.151111170955,36,52.95789859812722,Master's,Certified
Canada,4,74933.87235400532,41,52.592987132509485,Master's,Not Certified
India,18,104128.11923063717,33,64.74478958044246,Bachelor's,Not Certified
South Africa,10,109468.78347585024,41,61.56548123500175,PhD,Certified
China,18,130492.57429591219,43,98.16087052789233,PhD,Not Certified
USA,12,67548.72599533276,17,97.72042429058342,Diploma,Certified
Canada,11,90370.93709682983,4,75.36977984660042,Master's,Not Certified
China,6,60858.3700125229,46,73.26457498287284,Diploma,Not Certified
South Africa,11,58886.27616708977,51,51.875273398471954,Diploma,Certified
UK,13,97753.4637838929,31,64.11722998029408,Master's,Not Certified
Brazil,8,89125.3265089365,16,79.61231666015244,Master's,Certified
India,3,45791.91290075041,30,81.20565777638727,Bachelor's,Not Certified
Germany,14,73946.74751829034,29,83.85184469247905,Diploma,Certified
France,10,30000.0,9,50.0,,Certified
India,10,104850.47176619296,41,54.39665891605596,PhD,Not Certified
USA,10,77140.47589070945,42,60.8433259416521,Master's,Not Certified
Brazil,16,119790.11336816054,34,96.83431444580114,Master's,Certified
UK,9,97770.67700105264,40,75.43804281931841,PhD,Certified
Brazil,6,81056.38978531962,45,54.22537103865358,Master's,Not Certified
Australia,17,95954.91771268328,30,50.0,Bachelor's,Not Certified
Brazil,8,101203.79164664837,14,60.04985264114545,PhD,Not Certified
South Africa,15,113403.1407543118,23,95.87971230478814,Master's,Not Certified
USA,10,55863.992114327484,32,62.565634554920585,Diploma,Not Certified
South Africa,11,107996.29154001443,7,86.35847293184683,PhD,Certified
USA,3,75731.10040828487,45,89.31292067161941,PhD,Certified
India,13,59497.58550663305,37,63.28876600582212,Diploma,Certified
Australia,3,56584.459095413404,22,90.57907681833035,Diploma,Certified
Germany,5,46568.89995982313,3,79.25947482037847,Diploma,Certified
France,12,102011.96360312104,51,59.26950973537984,Master's,Not Certified
France,14,106303.99592445609,21,95.91641376372316,Master's,Certified
Australia,9,66033.61234767815,17,59.628253056337,Diploma,Not Certified
India,8,109017.66555467097,35,58.17381521863218,PhD,Not Certified
UK,16,81996.90123951153,42,50.432428943646265,Bachelor's,Not Certified
USA,12,116110.72416748131,12,76.3646856479252,PhD,Certified
China,12,75222.98298246709,43,68.10987728793702,Bachelor's,Certified
Canada,20,89878.07190596411,31,65.88875710474984,Bachelor's,Not Certified
Canada,9,110057.15142710449,6,84.76147012241789,PhD,Certified
Germany,13,65732.05562399366,1,79.28740740387676,Diploma,Not Certified
Canada,5,56601.159814604864,18,65.30875507343525,Bachelor's,Not Certified
South Africa,5,91142.40090735717,45,80.67943604201453,PhD,Certified
India,3,67053.85051868146,39,98.32887422121387,Master's,Certified
Canada,12,96972.83570167837,38,89.10538913008969,Master's,Certified
South Africa,2,77928.94049472926,20,78.97862979878863,PhD,Not Certified
Canada,14,69077.56360364915,43,82.0799781636181,Bachelor's,Certified
USA,7,77947.64056663055,40,64.9867492292419,Master's,Not Certified
Brazil,4,73421.81766288492,10,52.406697587767034,PhD,Not Certified
UK,17,107815.5938851223,47,93.34091539581149,Master's,Not Certified
Canada,21,117898.62142868347,2,94.33079910336261,Master's,Certified
India,13,99185.94469404794,51,71.6649633817897,Master's,Not Certified
Australia,3,62566.400597871194,17,57.18978262580949,Bachelor's,Not Certified
UK,16,73495.67121203544,22,89.61270470749463,Diploma,Certified
USA,10,95342.04199022245,17,70.76527007940518,Master's,Not Certified
Canada,5,59109.65056082031,30,59.61159873845713,Bachelor's,Not Certified
China,8,76342.30423827302,39,97.7680049782299,Master's,Not Certified
Canada,15,106805.1889105826,8,83.39800182952803,Master's,Not Certified
Canada,13,118747.29834629748,11,65.88581045725314,PhD,Certified
France,1,50896.93739197419,48,87.7841669329292,Diploma,Certified
UK,2,43955.80432809382,52,70.60645638906699,Diploma,Not Certified
USA,0,68921.40898463465,30,94.51023791047004,Master's,Certified
USA,18,78131.50459368127,1,88.66175259318885,Diploma,Certified
USA,10,65439.03542947538,10,100.0,Diploma,Certified
South Africa,6,67280.33624913412,15,87.0845461611575,Bachelor's,Not Certified
UK,7,92935.28477381596,20,74.59053038585581,Master's,Not Certified
India,5,41671.98906640206,40,81.83939538549143,Diploma,Not Certified
France,10,96343.70055112385,17,76.78691900686293,Master's,Certified
Germany,10,53236.162082052535,37,59.71317968827371,Diploma,Certified
South Africa,13,67631.50306889533,17,84.59294813158135,Diploma,Not Certified
UK,1,79328.7165587712,41,53.245969347094594,PhD,Certified
UK,9,55248.21732522719,36,99.26927241896064,Diploma,Not Certified
India,8,82063.66089754045,38,91.74476018111949,Master's,Certified
France,6,74590.19649053745,51,89.10199404492343,Master's,Not Certified
Australia,7,71329.32377565587,24,70.78757690619182,Bachelor's,Not Certified
USA,13,103316.29502934635,43,79.61009132990455,PhD,Certified
USA,0,79850.33234735903,43,86.3679720289165,PhD,Certified
France,8,49294.33531222693,9,73.21859451868208,Diploma,Not Certified
UK,6,58752.42488394484,13,75.27946311692075,Bachelor's,Certified
Germany,12,75521.14240437365,36,74.0964406373932,Bachelor's,Certified
UK,7,44504.22280812435,33,100.0,Diploma,Not Certified
India,21,75329.96798551524,48,53.2987397776159,Diploma,Certified
Germany,3,65596.96512230988,41,65.45635608583997,Master's,Not Certified
UK,6,74945.60637648335,29,55.596992052508384,Master's,Certified
South Africa,12,101461.55004996764,9,88.49446640267924,Master's,Certified
Australia,16,121890.02475693182,20,86.36230706561689,PhD,Not Certified
Germany,9,58872.07337033366,5,64.37301940339849,Diploma,Certified
UK,19,70176.70133924276,22,50.0,Diploma,Not Certified
Brazil,9,59897.97905004746,11,87.5388831905587,Bachelor's,Not Certified
China,22,30000.0,37,50.0,,Certified
Canada,18,121346.44095469372,46,55.82675451247661,PhD,Certified
South Africa,21,131793.53915342136,5,81.91409111181125,Master's,Not Certified
Australia,4,64292.23118259833,44,58.960375779259635,Bachelor's,Certified
France,6,46828.61210404422,44,60.55186836398137,Diploma,Not Certified
USA,15,122138.4966820463,36,100.0,PhD,Certified
Australia,15,100246.77954591776,24,94.44019818316174,Master's,Not Certified
Canada,21,117574.34894949551,1,95.29575978337256,Master's,Certified
Australia,15,80541.49247682292,42,51.52535678447727,Bachelor's,Not Certified
Australia,7,80154.15764193622,26,86.94238088077397,Bachelor's,Not Certified
Australia,4,45056.23284744029,6,60.62481796703294,Diploma,Not Certified
Canada,19,109770.08970603527,41,73.26200959955278,Master's,Not Certified
South Africa,6,77981.68118975416,4,72.03789864738144,PhD,Certified
France,14,112849.59130804244,44,82.28413555024632,Master's,Not Certified
Canada,8,86425.90375507923,32,74.22579009579668,Master's,Certified
India,8,63396.67515287486,48,62.75957421290288,Diploma,Not Certified
India,4,41814.127962864906,49,92.90834409873356,Diploma,Not Certified
Germany,17,75302.0561615952,29,83.77786041571318,Diploma,Certified
France,11,108090.35391884694,47,58.82939006021232,Master's,Not Certified
Brazil,4,72485.30127892885,15,50.0,PhD,Not Certified
USA,3,55658.33377335563,41,82.05282214114565,Bachelor's,Not Certified
Brazil,18,111518.69480835351,14,79.24809730589577,Master's,Certified
Germany,14,85771.79972636378,3,53.35579675953264,Bachelor's,Certified
China,7,99754.16031297648,1,90.5355632361715,Master's,Certified
Brazil,18,120571.50507363143,10,69.905877191062,Master's,Not Certified
USA,11,106857.1593693023,20,93.4238869364548,PhD,Certified
USA,8,103968.60586842848,17,92.37616449825612,PhD,Certified
Canada,14,78290.88678697712,40,89.91094299086488,Bachelor's,Certified
Germany,11,86623.11649701477,38,55.9727232668519,Master's,Certified
India,3,51851.30827145374,12,61.46555025141736,Diploma,Not Certified
Canada,20,91147.15161524536,7,95.48251414322378,Diploma,Certified
Brazil,16,122514.81493661385,10,64.21071323334797,Master's,Not Certified
UK,1,67342.79488717044,6,55.28349686300828,Master's,Not Certified
UK,6,66556.77976215452,15,80.78676762923095,Bachelor's,Certified
USA,10,107769.47848435829,3,93.2032311304026,PhD,Certified
India,2,56362.55058278028,4,51.95396701169876,Bachelor's,Certified
Canada,16,92018.68374856104,8,76.35348733328532,Bachelor's,Not Certified
China,13,107702.24417936828,46,50.0,Master's,Certified
Germany,19,129651.1764584076,34,55.68613354954434,PhD,Not Certified
Brazil,14,117035.29768505042,35,68.0372636191842,Master's,Not Certified
Brazil,8,116205.04047967054,18,97.20334128224889,PhD,Certified
China,11,97910.89144271791,6,61.97706786159275,Master's,Certified
Germany,16,118576.21260968674,5,77.95735574730799,PhD,Not Certified
France,21,95576.2800690294,8,61.76204497751456,Bachelor's,Not Certified
USA,0,70611.8251126228,16,81.20196810224292,PhD,Certified
Australia,15,89400.35716837051,29,80.65166308033811,Bachelor's,Certified
UK,1,43418.426659426725,22,89.4162125344862,Bachelor's,Not Certified
Brazil,3,47986.34144580519,27,88.14856354847434,Bachelor's,Certified
UK,18,136433.77665749495,18,62.85246434543392,PhD,Not Certified
Australia,4,62313.25084872496,10,78.92110011393098,Master's,Not Certified
India,9,64617.75558635131,16,92.7963517582728,Diploma,Not Certified
USA,15,30000.0,35,50.0,,Certified
Australia,14,111320.95285586306,1,93.08473621458421,Master's,Not Certified
UK,0,59991.339730893436,21,76.94078582332038,Bachelor's,Certified
South Africa,2,85723.74821184624,28,80.31593193076371,Master's,Certified
South Africa,10,97636.55259113546,5,84.95736062004895,PhD,Certified
South Africa,16,128266.50899368631,45,66.27909756914146,PhD,Not Certified
UK,15,83521.81919087257,18,93.87629276621111,Bachelor's,Not Certified
Brazil,18,74603.29132309298,10,93.64466427878365,Diploma,Not Certified
Brazil,5,62583.94799278156,45,61.32572477927888,Bachelor's,Not Certified
Australia,21,138437.29746942714,21,80.08709375152115,PhD,Certified
China,2,62175.643453357,45,70.9800506376058,Bachelor's,Certified
USA,17,122109.09330195584,18,65.08103548351635,PhD,Certified
Canada,13,95166.51881484798,24,81.38563865127841,Master's,Not Certified
France,9,64263.7601672412,43,64.61792771454091,Diploma,Not Certified
India,19,111031.5223402837,45,67.15664681547534,Master's,Not Certified
France,12,61949.40392379308,46,61.71856136384976,Diploma,Not Certified
China,4,57659.42286408344,20,92.08739812542825,Bachelor's,Certified
Canada,11,118398.7926750728,26,66.19367143632606,PhD,Certified
France,0,71534.35232731103,38,54.08603935268696,Master's,Certified
France,16,110287.29930189304,28,90.49414204105271,Master's,Certified
USA,3,60931.5000260279,27,50.69317881301186,Master's,Certified
France,17,94159.44612052136,22,54.9892123658933,Bachelor's,Not Certified
South Africa,8,92110.2231943495,9,68.69792654412788,PhD,Not Certified
USA,3,36833.649998228146,20,61.18210727085413,Diploma,Certified
Canada,20,129193.63928200578,18,62.52210329449,Master's,Certified
Canada,14,84307.126341962,42,90.82203926960656,Bachelor's,Certified
India,19,79473.91564733688,31,72.36927879507368,Diploma,Not Certified
France,17,110639.27330341982,15,58.82801253461509,Master's,Certified
France,12,103697.22697512094,25,62.276762680457296,Master's,Certified
Germany,1,45782.76956803609,34,98.00012924884936,Diploma,Certified
France,3,46592.158418733474,47,89.85714971908945,Diploma,Certified
USA,14,107373.02236669324,12,67.90160712357678,Master's,Not Certified
South Africa,4,61993.174592185715,9,53.15380290492406,Bachelor's,Certified
USA,8,92061.47341780273,49,67.19279973252969,Master's,Certified
France,14,77152.5668284763,28,70.69460466879248,Bachelor's,Certified
Brazil,8,60171.954852929164,42,93.03285723310758,Diploma,Certified
France,3,81716.09508585594,7,94.14285579563115,PhD,Certified
Brazil,4,77892.59535218503,31,50.0,Master's,Certified
France,9,92002.81718875455,43,87.2122111535687,Master's,Certified
Australia,7,86542.70180203952,24,73.90210358616852,Master's,Not Certified
Canada,13,108647.15598950784,4,92.22439044536884,PhD,Certified
China,20,131452.0732967747,37,97.29718358492273,PhD,Not Certified
USA,9,108889.41482816378,14,65.20833290654913,PhD,Certified
India,6,101674.72127664973,4,99.1232343600483,PhD,Not Certified
South Africa,1,79866.0729517911,45,79.4473406460391,PhD,Certified
China,9,73868.39836483385,27,100.0,Bachelor's,Certified
China,17,127113.86543825433,20,83.60135735690464,PhD,Certified
Australia,14,67154.96344041491,22,91.08092691478366,Diploma,Certified
India,6,62000.6424815883,12,69.20648508675328,Diploma,Not Certified
Australia,18,92724.45869492242,23,78.85753576672488,Bachelor's,Not Certified
Canada,9,92501.85167611836,18,85.5205986289818,PhD,Certified
India,17,69237.61380473588,20,65.21122337341758,Diploma,Certified
South Africa,4,76029.5262029778,36,76.88698035435512,Bachelor's,Not Certified
USA,19,84783.42492429647,5,94.71541248683187,Diploma,Certified
France,3,77054.57110524096,18,61.69565183064971,PhD,Not Certified
USA,17,121926.97074067105,17,93.44899224578981,Master's,Not Certified
Canada,4,82961.5759358511,19,92.12591520495569,Master's,Certified
Canada,12,63284.131857475586,48,92.35225401106626,Diploma,Not Certified
USA,17,90557.31827674522,35,90.67315762378507,Bachelor's,Not Certified
UK,15,69518.74751234155,28,86.78415126524943,Diploma,Certified
USA,14,109708.34617788623,15,73.87371635363647,Master's,Not Certified
India,13,117370.14393690249,45,75.40948471135093,Master's,Certified
USA,8,99254.35699048356,42,76.15371779983332,PhD,Not Certified
India,18,139739.3322090179,16,61.11994296106903,PhD,Not Certified
UK,13,111104.41514041016,21,87.80670895129047,PhD,Not Certified
Brazil,18,130128.8604864596,47,92.27331262123916,PhD,Certified
Australia,18,115561.73679598089,4,72.47584312949583,Master's,Not Certified
India,9,100480.6780466173,20,62.41386509912325,PhD,Certified
Canada,3,54240.070557235376,10,85.38207646947255,Bachelor's,Not Certified
USA,6,87914.18228818524,28,77.4305616556742,PhD,Not Certified
France,13,112969.32073857426,40,70.50857933157276,PhD,Not Certified
Brazil,8,80219.83441351083,49,77.91405935434238,Master's,Not Certified
Canada,14,111499.37928220571,46,92.7852482096132,Master's,Certified
USA,21,118036.46766959268,23,51.58537986281207,Master's,Certified
Germany,2,44963.16018502703,2,97.89034726567517,Diploma,Certified
Brazil,8,46474.27016451955,22,95.38305224578804,Diploma,Not Certified
UK,3,43880.666462831134,28,87.05718302171742,Diploma,Not Certified
China,16,114665.28115958591,46,50.0,Master's,Certified
India,18,135603.48944002797,18,66.674866410433,PhD,Certified
France,9,105042.32087852816,35,53.9683105654953,PhD,Not Certified
China,19,75513.92963246192,43,65.03102598433489,Diploma,Not Certified
UK,13,87078.59557501021,21,93.93875915903371,Bachelor's,Not Certified
South Africa,19,130987.97244500261,21,62.19014927340015,PhD,Certified
Germany,2,45590.44378793024,29,71.00262709242531,Diploma,Certified
France,17,119096.05546320452,41,57.445686097966124,Master's,Certified
South Africa,5,69387.0876440549,41,74.59298157502377,Bachelor's,Not Certified
Canada,19,90956.15289482234,8,76.62565893678207,Bachelor's,Not Certified
South Africa,10,80080.17736115547,31,58.33190716220909,Bachelor's,Not Certified
Australia,20,138173.5424575862,21,76.98028203892821,PhD,Certified
South Africa,15,75992.22964902644,38,92.40335282547922,Diploma,Not Certified
UK,19,120349.20439902664,13,95.14790480709068,Master's,Not Certified
South Africa,5,68676.72902270914,11,53.16099606291603,Bachelor's,Certified
Brazil,7,69265.0530774269,50,79.14111948007937,Bachelor's,Not Certified
France,10,70517.36720148272,35,92.35299523226482,Bachelor's,Certified
Brazil,4,78622.85335824089,31,51.69436806879825,Master's,Certified
Germany,15,71817.76613743248,41,77.79529695520792,Diploma,Certified
USA,12,121646.8698937779,38,98.33186900140532,PhD,Certified
Germany,14,101827.59779977349,7,65.3322725504282,Master's,Certified
France,12,107345.81469591225,21,73.3757442897838,Master's,Certified
Canada,16,63716.37241691522,27,80.65887815481958,Diploma,Not Certified
India,16,122986.56589883949,7,80.342444393153,Master's,Not Certified
Australia,5,83694.39434806116,16,59.69380358644997,Master's,Certified
France,11,81492.72971714407,20,76.29929538753841,Bachelor's,Not Certified
UK,17,117004.93429509351,14,77.18294281167854,Master's,Certified
Australia,22,98502.97349710357,14,53.27533292254678,Bachelor's,Certified
France,15,67717.18071902741,27,75.00337485440458,Diploma,Not Certified
USA,12,85686.62365979202,3,95.14369242514728,Bachelor's,Not Certified
China,12,100096.08564920125,7,94.3825533655389,Master's,Certified
India,19,124751.56157905902,9,98.79985452457495,PhD,Certified
Germany,3,51562.453642904366,5,83.17063909647871,Diploma,Not Certified
Brazil,1,79111.06041357733,49,91.84281234499457,PhD,Not Certified
India,20,81866.07157642371,45,57.19630024163438,Diploma,Certified
UK,14,101206.0294601879,5,63.175710105670134,Master's,Certified
Canada,15,61686.07377640646,25,84.22104680479785,Diploma,Not Certified
Germany,9,109660.28429006823,28,62.16815195733359,PhD,Not Certified
Germany,4,47165.23646423083,3,83.85137170763143,Diploma,Not Certified
UK,21,122647.19913501253,48,72.22684796291036,Master's,Certified
UK,18,90965.73825870748,6,83.86834982174173,Bachelor's,Certified
India,12,97370.65327158819,7,55.18301539887647,Master's,Not Certified
India,17,113438.14479712109,40,91.43606831581572,Master's,Certified
Canada,16,144764.95305280425,20,70.64193390649349,PhD,Not Certified
India,6,80059.19680602486,5,99.02992741320357,Master's,Not Certified
USA,13,113330.62173183555,12,56.659298564608385,PhD,Certified
India,5,89848.31888775571,12,59.73308009039619,PhD,Not Certified
China,13,98384.13404064879,7,61.527839110221564,Master's,Certified
UK,0,54697.82717612689,8,98.16231989934762,Bachelor's,Not Certified
Canada,7,57322.06826546017,24,65.41957138637332,Diploma,Not Certified
Germany,14,85727.92144060509,19,50.354307898294834,Bachelor's,Certified
USA,19,86534.70842919446,10,63.78630060944927,Bachelor's,Not Certified
South Africa,19,139288.57618088825,16,70.54299131681631,PhD,Certified
Brazil,3,47879.42313097823,29,50.18793247686936,Diploma,Not Certified
Australia,1,63289.60238018925,8,75.88012440093644,Master's,Not Certified
Brazil,1,58355.832648756936,27,100.0,Master's,Certified
Canada,9,54911.81495208746,34,86.56980757012771,Diploma,Not Certified
Canada,18,72478.17757980354,38,78.82659144119921,Diploma,Certified
India,19,121469.53225631974,44,88.98989280302754,PhD,Certified
France,11,74242.00638333647,30,50.61826315698751,Bachelor's,Not Certified
Brazil,3,70418.83372137613,13,66.62011735784019,Master's,Certified
Australia,9,89568.67308368506,46,52.968575512828814,Master's,Certified
France,7,90919.14809407017,33,99.9768400367251,PhD,Not Certified
India,9,72413.54388681936,28,64.01045326643857,Bachelor's,Certified
Germany,19,140904.33861130793,33,50.46952974973841,PhD,Not Certified
UK,4,80444.8030386372,29,87.85799094402806,PhD,Not Certified
USA,4,89378.39774472172,17,55.07774835846148,PhD,Not Certified
India,5,77327.64953783689,29,85.85726305136323,Master's,Not Certified
Canada,17,120334.7174764634,26,61.10246001241243,Master's,Not Certified
France,17,116265.1228961145,29,93.96623468268179,Master's,Not Certified
France,15,101025.71717991732,14,87.96034944979264,Bachelor's,Certified
France,3,80846.76004808038,35,55.99871397670789,PhD,Not Certified
Brazil,20,96815.78921325569,18,85.1526917148511,Bachelor's,Certified
Germany,18,129913.70254156645,34,55.56690661882523,PhD,Not Certified
South Africa,5,43885.50418258179,1,96.74815251888197,Diploma,Not Certified
Brazil,7,52379.4321498432,26,97.70425257288508,Diploma,Not Certified
Germany,4,64194.21626138022,45,98.72499838627382,Bachelor's,Not Certified
UK,9,87653.40778053393,39,60.204844568829586,PhD,Not Certified
India,8,42839.56027378236,51,91.83211774027878,Diploma,Not Certified
Germany,1,75926.13472322632,12,59.216900670375786,PhD,Certified
Canada,10,85885.09677428665,16,87.46304963615009,Master's,Not Certified
Germany,15,85715.80515349003,4,68.75852503790068,Bachelor's,Not Certified
UK,3,65349.47421573965,41,95.36845792837607,Master's,Certified
France,15,131160.86148495539,50,55.304422131665035,PhD,Certified
France,2,60277.202592131005,39,70.70239423037572,Bachelor's,Not Certified
Australia,11,62229.9138650881,10,58.15055281925937,Diploma,Not Certified
France,14,126972.231395368,44,90.79526417426982,PhD,Certified
UK,21,133166.9671672285,17,78.62489768397431,PhD,Not Certified
UK,17,132704.91792344284,28,91.8702860497111,PhD,Certified
Germany,3,71706.24821039302,20,56.09668765845905,PhD,Not Certified
UK,18,79664.73431821761,47,91.85484521686323,Diploma,Certified
Germany,8,67653.67874598884,43,55.031855181683795,Diploma,Certified
China,2,30000.0,6,87.0181172211694,Diploma,Certified
France,12,80562.50907191736,46,60.585964409396404,Bachelor's,Not Certified
Germany,10,108123.68664002254,25,61.886239284163864,PhD,Not Certified
South Africa,18,70385.3776729246,43,64.92058545488278,Diploma,Not Certified
China,7,102505.37872167054,33,72.45551395664819,PhD,Certified
India,2,62313.81582345734,25,84.06175728260469,Bachelor's,Not Certified
USA,5,99904.72831915219,16,94.95559052863041,PhD,Not Certified
China,20,123484.80248694644,47,64.57121868715015,Master's,Certified
India,10,74660.34969704195,48,90.93811186118697,Bachelor's,Not Certified
Brazil,5,79207.95238915272,24,67.41873172293711,PhD,Not Certified
Australia,5,76299.45454598585,29,97.71847577551252,Master's,Not Certified
Germany,13,78649.18931564047,32,83.55733936410348,Diploma,Certified
France,12,104353.49707446666,24,68.99713105377099,Master's,Certified
Canada,20,115994.26497644639,34,81.20508937304012,Master's,Certified
South Africa,20,88259.68957143973,20,69.20191617564393,Diploma,Certified
Germany,8,53087.21783445333,40,61.79669162270669,Diploma,Certified
UK,18,144178.28378542291,23,100.0,PhD,Certified
Canada,12,59135.389929055425,36,88.51367326789921,Diploma,Not Certified
UK,3,69501.72230893328,29,57.42857069578363,Master's,Certified
USA,14,102289.03157122733,10,67.00456033863607,Master's,Not Certified
UK,2,77094.30610156132,2,94.22637365142106,Master's,Not Certified
USA,18,96208.64193555442,34,82.2679361526443,Bachelor's,Certified
USA,12,112198.45941462106,19,99.29265427533528,PhD,Certified
India,11,52225.69458684941,7,60.539364804397884,Diploma,Certified
Germany,0,43865.786599761144,34,96.70972266820382,Diploma,Certified
Brazil,6,30000.0,40,50.0,,Certified
Germany,12,85883.96381061843,37,74.29900132778677,Bachelor's,Certified
USA,9,95585.25247270669,44,65.26344245446037,Master's,Certified
Canada,16,65807.53463659737,30,87.37990166686824,Diploma,Not Certified
Canada,14,109190.6437731002,11,94.81960498932507,Master's,Not Certified
UK,21,70736.71656978376,44,73.17461619957402,Diploma,Certified
Canada,19,103675.20526774976,9,62.30844426806291,Bachelor's,Not Certified
Australia,6,73731.92150564857,5,69.13059659219495,Master's,Not Certified
Brazil,6,79379.76660387966,34,99.62922150268837,Master's,Not Certified
Canada,10,59443.79966578204,32,92.98614633026865,Diploma,Not Certified
China,9,55452.305696237425,2,78.59710123367205,Diploma,Certified
Australia,18,89713.04970412828,32,85.15851516471274,Bachelor's,Certified
Australia,9,67867.61391949606,38,57.87670617024746,Bachelor's,Certified
France,20,99221.66325798118,13,53.36969729553136,Bachelor's,Not Certified
Australia,16,68094.34179864083,2,96.82971041999821,Diploma,Not Certified
USA,12,85661.31888935454,13,78.94831491072944,Bachelor's,Certified
South Africa,12,58613.499593027605,17,56.77386854451909,Diploma,Certified
China,9,67666.41845474375,48,84.40662164358581,Bachelor's,Certified
Brazil,15,116933.27185102545,36,94.25321672136562,PhD,Not Certified
China,6,52760.692946305266,1,73.044054801081,Diploma,Certified
India,11,64566.61529444666,13,95.93380847530065,Diploma,Certified
France,6,39322.92930598716,40,59.64039922912751,Diploma,Not Certified
Germany,4,51917.041276858574,9,55.11132724056984,Diploma,Certified
China,13,110774.9895119671,20,83.10772140440973,Master's,Certified
France,12,97595.6374477376,39,83.11611549873359,Master's,Not Certified
USA,5,69041.55747351513,16,65.51035592921026,Master's,Certified
India,7,84752.764244622,12,61.18369932659415,Master's,Certified
South Africa,6,68956.16999831409,38,77.69827208087077,Bachelor's,Not Certified
USA,0,72593.01888527804,1,74.45109035723839,Master's,Not Certified
USA,18,83481.91507574993,21,95.17907454143175,Diploma,Not Certified
South Africa,2,82411.08383893505,16,93.18761160741329,PhD,Certified
USA,6,52644.45685440262,9,82.40560086926466,Diploma,Not Certified
South Africa,15,96290.00380761079,36,64.70369068969265,Bachelor's,Not Certified
USA,16,85191.94911354045,30,80.59790309835475,Bachelor's,Certified
China,1,83473.0554988446,4,53.91131288528615,PhD,Certified
Germany,2,72806.13831351513,16,88.46934792559749,PhD,Not Certified
UK,5,98065.50327952649,29,52.257754354242856,PhD,Not Certified
Brazil,16,117948.01449955115,50,85.91780643360666,PhD,Certified
Australia,8,97482.71600860251,17,90.58536861419184,PhD,Not Certified
Germany,14,113910.40876510282,36,88.22421678996615,PhD,Not Certified
China,17,118743.82635819103,50,70.1809755170831,Master's,Not Certified
USA,9,91230.6384506868,40,81.40359308016352,Master's,Not Certified
China,4,84881.66670005932,3,50.0,PhD,Certified
Brazil,14,106303.20363172858,48,80.85697929583341,Master's,Not Certified
UK,15,123890.4146841832,23,87.22989356211791,PhD,Certified
Germany,7,61235.91313642265,26,94.79296523986756,Diploma,Not Certified
Australia,11,71636.37616851841,14,65.80924436205386,Diploma,Certified
Brazil,22,140132.04646021457,16,89.61720313863663,PhD,Certified
South Africa,16,123093.76183263506,28,100.0,Master's,Not Certified
USA,13,70193.07287316181,48,92.02137864268828,Diploma,Certified
India,15,127492.53733070432,46,97.91704405180343,PhD,Not Certified
UK,3,86340.94692808323,43,73.71699059998886,PhD,Not Certified
Brazil,4,87729.86913077024,21,89.43705562652181,Master's,Certified
France,16,30000.0,29,50.0,,Certified
France,10,95394.30088514068,2,71.0671750738478,Master's,Certified
India,2,48484.883944470654,23,73.95744921644308,Diploma,Certified
Germany,13,80116.92568506656,38,92.27625594460473,Bachelor's,Certified
UK,4,59842.907229312135,35,66.45030153557525,Bachelor's,Certified
Australia,21,77066.6123121473,46,61.61807618688338,Diploma,Not Certified
South Africa,15,128761.43355119103,24,84.39624275254124,PhD,Not Certified
UK,2,77534.44124838777,45,96.27921902125571,Master's,Certified
Brazil,12,104012.52385349831,47,83.80366212386741,Master's,Not Certified
Australia,1,45389.712537387815,12,61.366814742263976,Diploma,Not Certified
India,9,70125.89293229755,21,69.69545510182216,Bachelor's,Certified
India,0,59709.0478864655,7,65.35534282681479,Master's,Certified
Canada,14,116827.63188692753,34,63.12034347043401,Master's,Not Certified
Brazil,2,54847.51743410579,39,79.08717920237048,Diploma,Certified
Germany,19,81581.04749544642,17,61.43083182593146,Diploma,Certified
South Africa,15,122829.80816147795,6,60.90522969253069,PhD,Not Certified
Australia,1,72488.0330892572,40,98.97633187130586,Master's,Certified
Canada,4,58227.21232430037,13,91.78360029742572,Diploma,Certified
India,8,80170.97862192344,28,65.11209032602255,Bachelor's,Certified
UK,20,86312.70119949352,5,84.42685753456614,Bachelor's,Certified
France,6,72781.26618194745,28,64.21236524154578,Bachelor's,Not Certified
Canada,15,114101.44354507019,47,88.83133751426547,Master's,Certified
Canada,21,98814.49549019088,32,92.7637755480245,Bachelor's,Not Certified
China,2,56712.825713371996,26,63.64985695405951,Bachelor's,Certified
USA,4,54824.20947618093,20,61.472715023347305,Diploma,Certified
USA,20,146321.60539961045,16,95.12756747294009,PhD,Certified
UK,9,63969.240127327415,11,55.76202097500051,Diploma,Not Certified
Australia,17,122486.5393977984,15,66.12148389596115,PhD,Not Certified
UK,8,95613.08133079474,15,85.54030771012968,PhD,Not Certified
Canada,17,97912.02705919693,9,65.67144053060726,Bachelor's,Not Certified
India,12,102696.7126277197,8,53.31033825158224,Master's,Not Certified
USA,4,86511.88144586008,48,61.00256209998583,PhD,Certified
